job_title,experience_level,employment_type,work_models,salary,company_size
Data Scientist,Senior-level,Full-time,On-site,139000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,234200,Medium
Analytics Engineer,Senior-level,Full-time,On-site,124000,Medium
Data Scientist,Mid-level,Full-time,Remote,153700,Medium
Data Scientist,Mid-level,Full-time,Remote,87300,Medium
Data Engineer,Senior-level,Full-time,On-site,282000,Medium
Data Engineer,Senior-level,Full-time,On-site,208000,Medium
Data Engineer,Mid-level,Full-time,Remote,162000,Medium
Data Engineer,Mid-level,Full-time,Remote,129000,Medium
Research Scientist,Senior-level,Full-time,On-site,138000,Medium
Research Scientist,Senior-level,Full-time,On-site,86000,Medium
Research Analyst,Entry-level,Full-time,On-site,110000,Medium
Research Analyst,Entry-level,Full-time,On-site,90000,Medium
Data Engineer,Senior-level,Full-time,On-site,255800,Medium
Data Engineer,Senior-level,Full-time,On-site,176000,Medium
Research Analyst,Entry-level,Full-time,Remote,120000,Medium
Research Analyst,Entry-level,Full-time,Remote,105000,Medium
Data Engineer,Mid-level,Full-time,On-site,210000,Medium
Data Engineer,Mid-level,Full-time,On-site,140000,Medium
Data Engineer,Senior-level,Full-time,Remote,150000,Medium
Data Architect,Senior-level,Full-time,On-site,130000,Medium
Data Analyst,Entry-level,Full-time,On-site,156000,Medium
Data Analyst,Entry-level,Full-time,On-site,124000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,189000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,140000,Medium
Data Analyst,Senior-level,Full-time,Remote,158494,Medium
Data Analyst,Senior-level,Full-time,Remote,88052,Medium
Data Specialist,Mid-level,Full-time,On-site,111000,Medium
Data Specialist,Mid-level,Full-time,On-site,79200,Medium
Data Analyst,Senior-level,Full-time,Remote,220000,Medium
Data Analyst,Senior-level,Full-time,Remote,170000,Medium
Data Scientist,Senior-level,Full-time,Remote,195500,Medium
Data Scientist,Senior-level,Full-time,Remote,141300,Medium
Data Engineer,Senior-level,Full-time,On-site,139810,Medium
Data Engineer,Senior-level,Full-time,On-site,95325,Medium
Data Science,Entry-level,Full-time,Remote,26000,Large
Data Quality Analyst,Entry-level,Full-time,On-site,85000,Medium
Data Quality Analyst,Entry-level,Full-time,On-site,58500,Medium
BI Developer,Senior-level,Full-time,Remote,95000,Medium
BI Developer,Senior-level,Full-time,Remote,80000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,212000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,93300,Medium
ML Engineer,Senior-level,Full-time,On-site,212000,Medium
ML Engineer,Senior-level,Full-time,On-site,93300,Medium
Data Engineer,Senior-level,Full-time,Remote,171210,Medium
Data Engineer,Senior-level,Full-time,Remote,92190,Medium
Analytics Engineer,Senior-level,Full-time,On-site,130000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,110000,Medium
Data Scientist,Mid-level,Full-time,On-site,137930,Medium
Data Scientist,Mid-level,Full-time,On-site,74270,Medium
Data Scientist,Senior-level,Full-time,On-site,225000,Medium
Data Scientist,Senior-level,Full-time,On-site,153000,Medium
Machine Learning Scientist,Senior-level,Full-time,On-site,235000,Medium
Machine Learning Scientist,Senior-level,Full-time,On-site,153000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,209990,Medium
Analytics Engineer,Senior-level,Full-time,On-site,140000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,303400,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,216700,Medium
Data Modeler,Senior-level,Full-time,On-site,171210,Medium
Data Modeler,Senior-level,Full-time,On-site,92190,Medium
Data Scientist,Mid-level,Full-time,On-site,110630,Medium
Data Scientist,Mid-level,Full-time,On-site,59570,Medium
Data Analyst,Mid-level,Full-time,On-site,78000,Medium
Data Analyst,Mid-level,Full-time,On-site,54000,Medium
Data Scientist,Senior-level,Full-time,On-site,130000,Medium
Data Scientist,Senior-level,Full-time,On-site,120000,Medium
Data Analyst,Senior-level,Full-time,On-site,140000,Medium
Data Analyst,Senior-level,Full-time,On-site,107000,Medium
Data Scientist,Mid-level,Full-time,On-site,224000,Medium
Data Scientist,Mid-level,Full-time,On-site,146000,Medium
Data Engineer,Mid-level,Full-time,On-site,133000,Medium
Data Engineer,Mid-level,Full-time,On-site,58300,Medium
Research Engineer,Mid-level,Full-time,On-site,74276,Medium
Research Engineer,Mid-level,Full-time,On-site,70230,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,84000,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,48000,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,72000,Medium
Data Modeler,Senior-level,Full-time,On-site,258700,Medium
Data Modeler,Senior-level,Full-time,On-site,146600,Medium
Data Science Manager,Mid-level,Full-time,Remote,190000,Medium
Data Science Manager,Mid-level,Full-time,Remote,160000,Medium
Research Analyst,Entry-level,Full-time,Remote,90000,Medium
Research Analyst,Entry-level,Full-time,Remote,65000,Medium
Data Engineer,Mid-level,Full-time,Remote,160000,Medium
Data Engineer,Mid-level,Full-time,Remote,130000,Medium
Data Analyst,Mid-level,Full-time,On-site,85000,Medium
Data Analyst,Mid-level,Full-time,On-site,65000,Medium
ETL Developer,Senior-level,Full-time,On-site,143800,Medium
ETL Developer,Senior-level,Full-time,On-site,95800,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,166000,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,73100,Medium
Data Engineer,Mid-level,Full-time,On-site,114000,Medium
Data Engineer,Mid-level,Full-time,On-site,72000,Medium
Data Analyst,Mid-level,Full-time,On-site,102500,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,258700,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,160000,Medium
Data Scientist,Senior-level,Full-time,Remote,203649,Medium
Data Scientist,Senior-level,Full-time,Remote,183284,Medium
Data Specialist,Mid-level,Full-time,On-site,81800,Medium
Data Specialist,Mid-level,Full-time,On-site,70800,Medium
Data Analyst,Senior-level,Full-time,On-site,130000,Medium
Data Analyst,Senior-level,Full-time,On-site,80850,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,215000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,146900,Medium
Data Strategist,Senior-level,Full-time,On-site,242000,Medium
Data Strategist,Senior-level,Full-time,On-site,106200,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,165000,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,135000,Medium
Data Analyst,Entry-level,Full-time,Remote,75065,Medium
Data Analyst,Entry-level,Full-time,Remote,41419,Medium
Data Engineer,Senior-level,Full-time,Remote,145000,Medium
Data Engineer,Senior-level,Full-time,Remote,120000,Medium
Prompt Engineer,Senior-level,Full-time,On-site,184000,Medium
Prompt Engineer,Senior-level,Full-time,On-site,112000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,275000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,170000,Medium
Data Scientist,Entry-level,Full-time,On-site,100000,Medium
Data Scientist,Entry-level,Full-time,On-site,70000,Medium
Data Scientist,Mid-level,Full-time,On-site,135700,Medium
Data Scientist,Mid-level,Full-time,On-site,108560,Medium
Research Engineer,Senior-level,Full-time,On-site,300000,Medium
Research Engineer,Senior-level,Full-time,On-site,180000,Medium
Business Intelligence Analyst,Senior-level,Full-time,Remote,189000,Medium
Business Intelligence Analyst,Senior-level,Full-time,Remote,118100,Medium
Data Science Lead,Senior-level,Full-time,On-site,148300,Medium
Data Science Lead,Senior-level,Full-time,On-site,84700,Medium
Analytics Engineer,Mid-level,Full-time,On-site,149925,Medium
Analytics Engineer,Mid-level,Full-time,On-site,91260,Medium
Data Scientist,Senior-level,Full-time,On-site,277000,Medium
Data Scientist,Senior-level,Full-time,On-site,173000,Medium
Applied Scientist,Senior-level,Full-time,On-site,250900,Medium
Applied Scientist,Senior-level,Full-time,On-site,135200,Medium
Data Scientist,Senior-level,Full-time,On-site,187415,Medium
Data Scientist,Senior-level,Full-time,On-site,114080,Medium
Data Scientist,Mid-level,Full-time,On-site,220000,Medium
Data Scientist,Mid-level,Full-time,On-site,137500,Medium
Data Analyst,Mid-level,Full-time,On-site,119000,Medium
Data Analyst,Mid-level,Full-time,On-site,52100,Medium
Business Intelligence Developer,Senior-level,Full-time,Remote,120000,Medium
Business Intelligence Developer,Senior-level,Full-time,Remote,102000,Medium
Data Analyst,Entry-level,Full-time,On-site,64000,Medium
Data Analyst,Entry-level,Full-time,On-site,60000,Medium
Data Engineer,Mid-level,Full-time,On-site,179000,Medium
Data Engineer,Mid-level,Full-time,On-site,112000,Medium
Data Analyst,Entry-level,Full-time,On-site,65000,Medium
Data Analyst,Entry-level,Full-time,On-site,54000,Medium
Business Intelligence Analyst,Mid-level,Full-time,On-site,119000,Medium
Business Intelligence Analyst,Mid-level,Full-time,On-site,52100,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,250000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,140000,Medium
Data Scientist,Entry-level,Full-time,On-site,113800,Medium
Data Scientist,Entry-level,Full-time,On-site,63200,Medium
Data Scientist,Senior-level,Full-time,On-site,210000,Medium
Data Scientist,Senior-level,Full-time,On-site,160000,Medium
Data Engineer,Mid-level,Full-time,On-site,170000,Medium
Data Engineer,Mid-level,Full-time,On-site,130000,Medium
Research Scientist,Senior-level,Full-time,On-site,247600,Large
Research Scientist,Senior-level,Full-time,On-site,127300,Large
Machine Learning Engineer,Mid-level,Full-time,On-site,125000,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,100000,Medium
Data Scientist,Senior-level,Full-time,On-site,140000,Medium
Data Engineer,Senior-level,Full-time,On-site,247300,Medium
Data Engineer,Senior-level,Full-time,On-site,139700,Medium
Data Analyst,Senior-level,Full-time,Remote,192000,Medium
Data Analyst,Senior-level,Full-time,Remote,138240,Medium
Data Scientist,Senior-level,Full-time,On-site,170000,Medium
Data Scientist,Senior-level,Full-time,On-site,130000,Medium
Data Architect,Senior-level,Full-time,Remote,100000,Medium
Data Architect,Senior-level,Full-time,Remote,90000,Medium
Data Analyst,Senior-level,Full-time,Remote,170000,Medium
Data Analyst,Senior-level,Full-time,Remote,130000,Medium
Data Engineer,Mid-level,Full-time,On-site,186000,Medium
Data Engineer,Mid-level,Full-time,On-site,81800,Medium
Data Engineer,Senior-level,Full-time,On-site,166000,Medium
Data Engineer,Senior-level,Full-time,On-site,73100,Medium
Data Analyst,Mid-level,Full-time,On-site,115950,Medium
Data Analyst,Mid-level,Full-time,On-site,69570,Medium
Data Science,Senior-level,Full-time,On-site,142300,Medium
Data Science,Senior-level,Full-time,On-site,71200,Medium
Data Science,Mid-level,Full-time,On-site,179000,Medium
Data Science,Mid-level,Full-time,On-site,106500,Medium
Data Analyst,Senior-level,Full-time,Remote,119200,Medium
Data Analyst,Senior-level,Full-time,Remote,86600,Medium
Data Engineer,Senior-level,Full-time,Remote,140544,Medium
Data Engineer,Senior-level,Full-time,Remote,82673,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,108350,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,78800,Medium
Data Engineer,Senior-level,Full-time,On-site,162540,Medium
Data Engineer,Senior-level,Full-time,On-site,87570,Medium
Data Architect,Senior-level,Full-time,On-site,213600,Medium
Data Architect,Senior-level,Full-time,On-site,103200,Medium
Data Engineer,Mid-level,Full-time,On-site,140000,Medium
Data Engineer,Mid-level,Full-time,On-site,90000,Medium
Data Scientist,Mid-level,Full-time,On-site,212000,Medium
Data Scientist,Mid-level,Full-time,On-site,93300,Medium
Applied Scientist,Mid-level,Full-time,On-site,222200,Large
Applied Scientist,Mid-level,Full-time,On-site,136000,Large
Data Scientist,Mid-level,Full-time,Remote,157000,Medium
Data Scientist,Mid-level,Full-time,Remote,144000,Medium
Data Scientist,Senior-level,Full-time,On-site,179000,Medium
Data Scientist,Senior-level,Full-time,On-site,112000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,221300,Medium
Analytics Engineer,Senior-level,Full-time,Remote,147500,Medium
Data Engineer,Senior-level,Full-time,On-site,179000,Medium
Data Engineer,Senior-level,Full-time,On-site,112000,Medium
Data Science Consultant,Senior-level,Full-time,On-site,116000,Medium
Data Science Consultant,Senior-level,Full-time,On-site,90000,Medium
Data Engineer,Mid-level,Full-time,On-site,130400,Medium
Data Engineer,Mid-level,Full-time,On-site,74500,Medium
Data Analyst,Senior-level,Full-time,On-site,120000,Medium
Data Analyst,Senior-level,Full-time,On-site,100000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,247500,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,172200,Medium
Data Modeler,Mid-level,Full-time,On-site,140000,Medium
Data Modeler,Mid-level,Full-time,On-site,90000,Medium
Research Scientist,Senior-level,Full-time,On-site,260000,Medium
Research Scientist,Senior-level,Full-time,On-site,230000,Medium
Data Modeler,Senior-level,Full-time,Remote,130000,Medium
Data Modeler,Senior-level,Full-time,Remote,110000,Medium
Data Scientist,Mid-level,Full-time,On-site,110000,Medium
Data Scientist,Mid-level,Full-time,On-site,90000,Medium
Data Scientist,Mid-level,Full-time,On-site,310000,Medium
Data Scientist,Mid-level,Full-time,On-site,245000,Medium
Research Scientist,Mid-level,Full-time,On-site,210000,Medium
Research Scientist,Mid-level,Full-time,On-site,160000,Medium
Data Specialist,Mid-level,Full-time,On-site,85000,Medium
Data Specialist,Mid-level,Full-time,On-site,75000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,280000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,196000,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,212000,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,93300,Medium
Data Science,Senior-level,Full-time,Remote,230000,Medium
Data Science,Senior-level,Full-time,Remote,115000,Medium
Data Scientist,Mid-level,Full-time,On-site,75000,Medium
Data Scientist,Mid-level,Full-time,On-site,70000,Medium
Machine Learning Scientist,Senior-level,Full-time,On-site,233500,Medium
Machine Learning Scientist,Senior-level,Full-time,On-site,137500,Medium
Data Scientist,Mid-level,Full-time,On-site,166000,Medium
Data Scientist,Mid-level,Full-time,On-site,73100,Medium
Data Science,Senior-level,Full-time,On-site,176875,Medium
Data Science,Senior-level,Full-time,On-site,84750,Medium
Data Engineer,Senior-level,Full-time,On-site,251250,Medium
Data Engineer,Senior-level,Full-time,On-site,120750,Medium
Data Engineer,Mid-level,Full-time,On-site,106050,Medium
Data Engineer,Mid-level,Full-time,On-site,80420,Medium
Data Scientist,Mid-level,Full-time,On-site,120000,Medium
Data Scientist,Mid-level,Full-time,On-site,147400,Medium
Data Scientist,Mid-level,Full-time,On-site,107682,Medium
Data Analyst,Senior-level,Full-time,Remote,145000,Medium
Data Analyst,Senior-level,Full-time,Remote,95000,Medium
Research Analyst,Entry-level,Full-time,On-site,80000,Medium
Research Analyst,Entry-level,Full-time,On-site,50000,Medium
Data Product Manager,Senior-level,Full-time,Remote,175000,Medium
Data Product Manager,Senior-level,Full-time,Remote,150000,Medium
Data Architect,Senior-level,Full-time,On-site,178600,Medium
Data Architect,Senior-level,Full-time,On-site,67200,Medium
Data Analyst,Entry-level,Full-time,On-site,118750,Medium
Data Analyst,Entry-level,Full-time,On-site,106875,Medium
Data Engineer,Senior-level,Full-time,On-site,186000,Medium
Data Engineer,Senior-level,Full-time,On-site,81800,Medium
Data Analyst,Mid-level,Full-time,On-site,142000,Medium
Data Analyst,Mid-level,Full-time,On-site,128000,Medium
Data Analyst,Senior-level,Full-time,On-site,140130,Medium
Data Analyst,Senior-level,Full-time,On-site,84870,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,262000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,186000,Medium
Data Analyst,Mid-level,Full-time,On-site,58500,Medium
Data Analyst,Senior-level,Full-time,On-site,93918,Medium
Data Analyst,Senior-level,Full-time,On-site,51962,Medium
Business Intelligence Manager,Mid-level,Full-time,On-site,120000,Medium
Business Intelligence Manager,Mid-level,Full-time,On-site,100000,Medium
Data Engineer,Senior-level,Full-time,On-site,173000,Medium
